title_en,href,title_ru,page_num
Steamboy,https://shikimori.one/animes/565-steamboy,Стимбой,103
Taishou Yakyuu Musume.,https://shikimori.one/animes/5141-taishou-yakyuu-musume,Бейсболистки эпохи Тайсё,103
Tales of Zestiria the Cross,https://shikimori.one/animes/30911-tales-of-zestiria-the-cross,Сказания Зестирии,103
The iDOLM@STER Cinderella Girls 2nd Season,https://shikimori.one/animes/30344-the-idolm-ster-cinderella-girls-2nd-season,Идолмастер: Девушки-золушки 2,103
To LOVE-Ru OVA,https://shikimori.one/animes/5667-to-love-ru-ova,Любовные неприятности OVA,103
"Tokyo Ghoul: ""Pinto""",https://shikimori.one/animes/31297-tokyo-ghoul-pinto,Токийский гуль: «Пинто»,103
Wu Dong Qian Kun,https://shikimori.one/animes/39024-wu-dong-qian-kun,Переворот военного движения,103
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,https://shikimori.one/animes/2126-yuu-yuu-hakusho-eizou-hakusho-ii,Отчёт о буйстве духов OVA 2,103
Zegapain,https://shikimori.one/animes/y878-zegapain,Дзэгапэйн,103
Zettai Karen Children,https://shikimori.one/animes/z4038-zettai-karen-children,Восхитительные дети,103
Air in Summer,https://shikimori.one/animes/656-air-in-summer,Высь: Летний спецвыпуск,103
Another: The Other - Inga,https://shikimori.one/animes/11701-another-the-other-inga,Иная: Другая — Судьба,103
Bamboo Blade,https://shikimori.one/animes/2986-bamboo-blade,Бамбуковый клинок,103
Boku no Hero Academia 2nd Season: Hero Note,https://shikimori.one/animes/35262-boku-no-hero-academia-2nd-season-hero-note,Моя геройская академия 2: Заметки героя,103
Cardcaptor Sakura: Kero-chan ni Omakase!,https://shikimori.one/animes/1078-cardcaptor-sakura-kero-chan-ni-omakase,Сакура — собирательница карт: Предоставьте это Кэро,103
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,https://shikimori.one/animes/16592-danganronpa-kibou-no-gakuen-to-zetsubou-no-koukousei-the-animation,Школа надежды и безнадёжные школьники,103
Final Fantasy VII: Last Order,https://shikimori.one/animes/408-final-fantasy-vii-last-order,Последняя фантазия 7: Последний приказ,104
Fullmetal Alchemist: Premium Collection,https://shikimori.one/animes/z908-fullmetal-alchemist-premium-collection,Стальной алхимик: Премиум коллекция,104
Fullmetal Alchemist: The Sacred Star of Milos,https://shikimori.one/animes/z9135-fullmetal-alchemist-the-sacred-star-of-milos,Стальной алхимик: Священная звезда Милоса,104
Gaikotsu Shotenin Honda-san,https://shikimori.one/animes/36317-gaikotsu-shotenin-honda-san,Книжник-скелет Хонда,104
Gatchaman Crowds,https://shikimori.one/animes/y18229-gatchaman-crowds,Гатчамен: Общество,104
Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,https://shikimori.one/animes/31324-grisaia-no-meikyuu-caprice-no-mayu-0-takizono-basketball-club-no-nama-cream-party,Лабиринт Грисайи: Спешл,104
Hatsukoi Limited.,https://shikimori.one/animes/5150-hatsukoi-limited,Предел первой любви,104
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,https://shikimori.one/animes/5521-hayate-no-gotoku-atsu-ga-natsuize-mizugi-hen,Боевой дворецкий Хаятэ!! OVA,104
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,https://shikimori.one/animes/31326-high-school-dxd-born-ishibumi-ichiei-kanzen-kanshuu-mousou-bakuyou-kaijo-original-video,Старшая школа DxD Рождение: Спешлы,104
High School DxD Hero,https://shikimori.one/animes/34281-high-school-dxd-hero,Старшая школа DxD: Герой,104
Hori-san to Miyamura-kun,https://shikimori.one/animes/14753-hori-san-to-miyamura-kun,Хори-сан и Миямура-кун,104
Pokemon (2019),https://shikimori.one/animes/40351-pokemon-2019,Покемон,104
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,https://shikimori.one/animes/34420-isekai-izakaya-koto-aitheria-no-izakaya-nobu,Таверна «Нобу» в другом мире,104
K: Seven Stories Movie 1 - R:B - Blaze,https://shikimori.one/animes/33248-k-seven-stories-movie-1-r-b-blaze,Проект Кей: Семь историй. Красные — Пламя,104
Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,https://shikimori.one/animes/10298-kaichou-wa-maid-sama-goshujinsama-to-asonjao,"Староста-горничная: Давайте сыграем, господин!",104
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,https://shikimori.one/animes/5710-keroro-gunsou-movie-4-gekishin-dragon-warriors-de-arimasu,Сержант Кэроро,104
KimiKiss Pure Rouge,https://shikimori.one/animes/y2927-kimikiss-pure-rouge,Первый поцелуй,104
Love Hina Christmas Special: Silent Eve,https://shikimori.one/animes/191-love-hina-christmas-special-silent-eve,Любовь и Хина: Новогодний спешл ,104
Lupin III: Walther P38,https://shikimori.one/animes/1439-lupin-iii-walther-p38,Люпен III: Вальтер П-38 ,104
Maoyuu Maou Yuusha,https://shikimori.one/animes/y14833-maoyuu-maou-yuusha,Королева демонов и Герой,104
Mnemosyne: Mnemosyne no Musume-tachi,https://shikimori.one/animes/3342-mnemosyne-mnemosyne-no-musume-tachi,Дочери Мнемозины,105
Nerima Daikon Brothers,https://shikimori.one/animes/1655-nerima-daikon-brothers,Братья Нэрима Дайкон,105
Persona 4 the Animation: The Factor of Hope,https://shikimori.one/animes/14267-persona-4-the-animation-the-factor-of-hope,Персона 4: Фактор надежды,105
Pokemon,https://shikimori.one/animes/527-pokemon,Покемон,105
Rurouni Kenshin Special,https://shikimori.one/animes/12067-rurouni-kenshin-special,Бродяга Кэнсин: Спешл,105
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,https://shikimori.one/animes/z38938-seishun-buta-yarou-wa-bunny-girl-senpai-no-yume-wo-minai-picture-drama,Этот глупый свин не понимает мечту девочки-зайки: Спешл,105
Shin Getter Robo,https://shikimori.one/animes/2978-shin-getter-robo,Истинный Робот Геттер,105
Sousei no Onmyouji,https://shikimori.one/animes/z32105-sousei-no-onmyouji,Две звезды оммёдзи,105
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,https://shikimori.one/animes/1081-space-pirate-captain-herlock-outside-legend-the-endless-odyssey,Бесконечная одиссея капитана Харлока,105
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,https://shikimori.one/animes/19021-takanashi-rikka-kai-chuunibyou-demo-koi-ga-shitai-movie,Чудачества любви не помеха: Реинкарнация Рикки Таканаси,105
Tari Tari,https://shikimori.one/animes/x13333-tari-tari,"И то, и другое",105
Wan Jie Xian Zong,https://shikimori.one/animes/37937-wan-jie-xian-zong,Страна десяти тысяч чудес,105
"Yuyushiki: Komarasetari, Komarasaretari",https://shikimori.one/animes/33035-yuyushiki-komarasetari-komarasaretari,"Формула жизни: Пристают ко мне, пристаю к тебе ",105
Zoids Shinseiki/Zero,https://shikimori.one/animes/764-zoids-shinseiki-zero,Зойды нового века,105
Allison to Lillia,https://shikimori.one/animes/3549-allison-to-lillia,Аллисон и Лилия,105
Bishoujo Senshi Sailor Moon Memorial,https://shikimori.one/animes/8756-bishoujo-senshi-sailor-moon-memorial,Красавица-воин Сейлор Мун: Воспоминания,105
Boku wa Tomodachi ga Sukunai,https://shikimori.one/animes/10719-boku-wa-tomodachi-ga-sukunai,У меня мало друзей,105
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,https://shikimori.one/animes/2813-chiisana-ahiru-no-ooki-na-ai-no-monogatari-ahiru-no-kwak,Приключения Альфреда Квака,105
Cinderella Monogatari,https://shikimori.one/animes/2817-cinderella-monogatari,Повесть о Золушке,105
ef: A Tale of Memories. - Recollections,https://shikimori.one/animes/6783-ef-a-tale-of-memories-recollections,Эф — история воспоминаний: Пройденный путь,105
Fate/kaleid liner Prisma☆Illya 2wei!,,Судьба/Девочка-волшебница Иллия 2,106
Future GPX Cyber Formula,,Кибер-Формула ГПИкс нового времени,106
Hanayamata,,Пляски с феей,106
Harmonie,,Гармония,106
JoJo no Kimyou na Bouken,,Невероятное приключение ДжоДжо OVA (1993),106
Kami nomi zo Shiru Sekai: 4-nin to Idol,,Одному лишь Богу ведомый мир: Четверо и поп-идол,106
Kannagi,,Каннаги,106
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,,Сержант Кэроро,106
Kiba,,Киба,106
Kuruneko,,Кошачьи истории,106
Legend of Basara,,Легенда о Басаре,106
Long Zhi Gu: Jingling Wangzuo,,Гнездо дракона: Трон эльфов,106
Lupin III: Part III,,Люпен III: Часть III,106
Mahoraba: Heartful days,,Махораба ,106
Moonlight Mile 2nd Season: Touch Down,,Лунная миля: Приземление,106
Nekojiru-sou,,Кошачий суп,106
One Piece: Adventure of Nebulandia,,Ван-Пис: Приключение в Небуландии,106
Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,,Волчица и чёрный принц: Назревающие сомнения — Случайный поцелуй,106
Peace Maker Kurogane,,Железный миротворец,106
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,,Как воспитать героиню из обычной девушки 2: Эпизод 0,106
Shashinkan,,Фотоателье ,107
Shikabane Hime: Kuro,,Принцесса немёртвых: Чёрная хроника,107
Slayers Excellent,,Превосходные Рубаки,107
Slayers Great,,Великие Рубаки,107
Strike the Blood: Valkyria no Oukoku-hen,,Удар крови: Королевство валькирии,107
Strike Witches 2,,Штурмовые ведьмы 2,107
Tales of the Abyss,,Сказания Бездны,107
Uma Musume: Pretty Derby (TV),,Девушки-пони: Славное дерби,107
Aa! Megami-sama!,,Моя богиня!,107
Aikatsu Stars! Movie,,Звёзды Айкацу! Фильм,107
Air,,Высь,107
Aishen Qiaokeli-ing...II,,Шоколад Купидона 2,107
Ao no Exorcist: Kuro no Iede,,Синий экзорцист: Путешествие Куро,107
Asura Cryin' 2,,Плач Асуры 2,107
Ben-To,,Бэнто,107
Black Jack the Movie,,Медицинские карты Чёрного Джека,107
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,,Син-тян 2010,107
Cuticle Tantei Inaba,,Детектив-оборотень Инаба,107
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,,Радиосигнал от чудачки. Юноша на связи: Полуночное солнце,107
Detective Conan OVA 02: 16 Suspects,,Детектив Конан OVA 02: 16 подозреваемых,107
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,https://shikimori.one/animes/2656-doraemon-movie-25-nobita-no-wan-nyan-jikuuden,Дораэмон: Ван-нян измерение,108
,https://shikimori.one/animes/15925-doraemon-movie-33-nobita-no-himitsu-dougu-museum,,108
El Hazard: The Magnificent World,https://shikimori.one/animes/117-el-hazard-the-magnificent-world,Удивительный мир Эль-Хазард,108
Fresh Precure!,https://shikimori.one/animes/5684-fresh-precure,Новое хорошенькое лекарство,108
Gundam Build Fighters Try,https://shikimori.one/animes/24625-gundam-build-fighters-try,Гандам: Сконструированные бойцы 2,108
Hamatora The Animation,https://shikimori.one/animes/z20689-hamatora-the-animation,Детективное агентство «Хаматора»,108
Hanamaru Youchien,https://shikimori.one/animes/6574-hanamaru-youchien,Детский сад Ханамару,108
Hataraku Saibou: Kaze Shoukougun,https://shikimori.one/animes/z38733-hataraku-saibou-kaze-shoukougun,Клетки за работой: Простуда,108
High School DxD OVA,https://shikimori.one/animes/12729-high-school-dxd-ova,Старшая школа DxD OVA,108
Hikaru no Go: New Year Special,https://shikimori.one/animes/2336-hikaru-no-go-new-year-special,Хикару и Го: Новогодний выпуск,108
Honoo no Toukyuuji: Dodge Danpei,https://shikimori.one/animes/2228-honoo-no-toukyuuji-dodge-danpei,Боевой Доджболл,108
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,https://shikimori.one/animes/9032-inazuma-eleven-saikyou-gundan-ogre-shuurai,Инадзума 11: Атака сильнейшей армии Огр,108
Kaitou Joker 4th Season,https://shikimori.one/animes/33490-kaitou-joker-4th-season, Загадочный Джокер 4,108
Kakumeiki Valvrave 2nd Season,https://shikimori.one/animes/18295-kakumeiki-valvrave-2nd-season,Вальврейв Освободитель 2,108
Kowarekake no Orgel (Movie),https://shikimori.one/animes/10918-kowarekake-no-orgel-movie,Полусломанная музыкальная шкатулка,108
Levius,https://shikimori.one/animes/39574-levius,Левиус,108
Love Live! μ's Final Love Live! Opening Animation,https://shikimori.one/animes/33106-love-live-s-final-love-live-opening-animation,Живая любовь! Проект «Школьный идол» — Финальное выступление μ's,108
